property_type,sector,price,bedroom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category
house,sector 41,2.65,3.0,3.0,3,New Property,1400.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 84,0.34,2.0,2.0,1,Relatively New,480.751030927835,0.0,1.0,1.0,Medium,Mid Floor
house,sector 4,0.6,3.0,3.0,1,Old Property,57.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 69,1.68,4.0,4.0,2,Relatively New,1813.1443298969075,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 65,4.7,3.0,3.0,3,Relatively New,2380.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 109,2.95,4.0,4.0,3,Relatively New,3150.0,1.0,1.0,0.0,High,Mid Floor
flat,sector 92,0.75,3.0,3.0,3,Relatively New,1415.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 61,2.57,3.0,3.0,2,Under Construction,1630.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 113,2.35,3.0,4.0,3,Relatively New,1930.0,1.0,0.0,0.0,High,Mid Floor
house,sector 25,10.0,5.0,5.0,3+,Moderately Old,9500.0,1.0,0.0,0.0,Low,Mid Floor
flat,sohna road,0.4,2.0,2.0,3,Under Construction,454.5,0.0,0.0,1.0,Low,Mid Floor
flat,sector 85,1.24,2.0,2.0,3,Relatively New,1730.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 106,1.34,4.0,5.0,3,Relatively New,1535.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 63,3.5,3.0,3.0,3,Under Construction,1350.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 65,1.9,2.0,2.0,2,Relatively New,1358.0,0.0,0.0,0.0,Low,High Floor
flat,sector 10,2.3,6.0,4.0,2,Moderately Old,3200.4,0.0,0.0,0.0,Low,Mid Floor
flat,sector 78,0.62,2.0,2.0,1,Moderately Old,1115.0,0.0,1.0,0.0,Medium,Mid Floor
flat,sector 108,2.1,2.0,2.0,2,Relatively New,1245.7474226804125,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 90,1.0,3.0,4.0,3,New Property,1759.020618556701,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 82,3.85,5.0,6.0,3,New Property,4626.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 53,5.0,3.0,4.0,3,Old Property,2610.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 56,1.5,3.0,3.0,3,Relatively New,1900.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 68,1.0,2.0,2.0,2,New Property,1062.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 83,1.15,3.0,3.0,2,Relatively New,1350.0,1.0,1.0,0.0,High,Mid Floor
flat,sector 65,2.29,3.0,4.0,3,Relatively New,1485.0,1.0,0.0,0.0,High,Low Floor
flat,sector 95,0.19,1.0,1.0,1,Relatively New,2890.8,0.0,0.0,0.0,Low,High Floor
flat,sector 28,2.35,3.0,4.0,3,Old Property,1700.0,1.0,0.0,0.0,Medium,Mid Floor
house,sector 105,1.3,3.0,3.0,1,Moderately Old,1125.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 95,0.43,2.0,2.0,2,Relatively New,1300.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 109,0.79,3.0,2.0,2,Relatively New,1105.3520618556702,0.0,0.0,0.0,Low,Mid Floor
house,sector 33,11.0,5.0,6.0,3,New Property,4125.0,1.0,0.0,0.0,Medium,Mid Floor
house,sohna road,0.07,1.0,1.0,0,Relatively New,33.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 102,1.75,3.0,3.0,3,Relatively New,1342.9092783505157,0.0,0.0,0.0,Low,Low Floor
flat,sector 24,5.8,3.0,4.0,3,Old Property,3700.0,1.0,0.0,0.0,Medium,Mid Floor
house,sector 26,4.0,4.0,3.0,2,Relatively New,8829.0,0.0,0.0,0.0,Low,Low Floor
house,sector 2,0.4,3.0,4.0,2,Moderately Old,900.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 92,0.95,4.0,5.0,3,Moderately Old,1711.2113402061857,1.0,0.0,1.0,Low,Mid Floor
flat,sector 109,2.1,3.0,4.0,3,Relatively New,2100.0,1.0,0.0,0.0,High,High Floor
house,sector 5,0.8,2.0,2.0,1,Old Property,900.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 50,2.35,3.0,3.0,3,Moderately Old,1900.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 69,1.7,4.0,4.0,2,New Property,1813.1443298969075,0.0,0.0,0.0,Medium,Mid Floor
house,sector 31,3.25,4.0,4.0,3+,Moderately Old,1449.0,1.0,1.0,0.0,Low,Mid Floor
flat,sector 50,3.0,3.0,3.0,3,Old Property,2349.8711340206187,1.0,0.0,0.0,Medium,High Floor
house,sector 33,8.0,4.0,4.0,3+,Old Property,7000.0,1.0,1.0,1.0,Medium,Low Floor
flat,sector 85,1.04,2.0,3.0,3,Relatively New,1570.4896907216496,0.0,1.0,0.0,Medium,Mid Floor
flat,sector 70,1.55,3.0,3.0,3,Relatively New,1401.9603092783505,1.0,0.0,0.0,Low,Mid Floor
flat,sector 78,0.88,3.0,4.0,3,Moderately Old,1668.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 22,1.75,2.0,2.0,2,New Property,1244.8453608247423,0.0,0.0,0.0,Medium,High Floor
flat,sector 67,1.85,3.0,4.0,3,New Property,1941.0,0.0,1.0,0.0,High,Mid Floor
flat,sector 89,1.3,3.0,3.0,2,New Property,1280.7,0.0,0.0,1.0,Low,Low Floor
flat,sector 79,1.85,3.0,3.0,3,New Property,1650.0,1.0,0.0,0.0,Medium,Mid Floor
house,sector 7,0.53,2.0,2.0,0,Old Property,900.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 83,1.1,3.0,3.0,3,Relatively New,1565.0773195876288,1.0,0.0,0.0,Medium,High Floor
flat,sector 2,1.38,2.0,2.0,2,Under Construction,1130.0,0.0,0.0,0.0,Medium,Mid Floor
house,sector 56,4.0,4.0,4.0,3+,Relatively New,1503.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 99,1.3,3.0,3.0,N,New Property,1997.0,0.0,0.0,1.0,Low,High Floor
flat,sector 76,0.5,2.0,2.0,1,Under Construction,684.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 69,1.66,3.0,3.0,2,Relatively New,1477.5773195876288,0.0,0.0,0.0,High,Low Floor
flat,sohna road,0.24,1.0,1.0,1,Relatively New,306.081,0.0,0.0,0.0,Medium,High Floor
flat,sector 103,1.34,3.0,3.0,3,Relatively New,1543.028350515464,1.0,1.0,0.0,Low,High Floor
flat,sector 21,1.4,5.0,4.0,2,Moderately Old,2164.9484536082477,0.0,0.0,1.0,Low,Low Floor
flat,sector 50,2.92,3.0,3.0,3,Moderately Old,2600.0,1.0,0.0,0.0,High,Mid Floor
flat,sector 60,3.75,4.0,4.0,3,Relatively New,2650.0,1.0,0.0,0.0,Low,High Floor
flat,sector 79,2.01,3.0,4.0,3,Relatively New,2134.278350515464,1.0,0.0,1.0,High,Mid Floor
flat,sector 85,2.13,4.0,4.0,3,Relatively New,2600.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 84,1.49,3.0,3.0,3,Relatively New,1650.3737113402062,1.0,0.0,1.0,Low,Mid Floor
house,sector 14,5.0,3.0,3.0,3,Moderately Old,2250.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 54,5.7,3.0,3.0,3,Moderately Old,1382.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 92,0.95,4.0,3.0,3,Moderately Old,1764.4329896907218,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 62,4.0,3.0,3.0,3,New Property,2335.2487113402062,1.0,0.0,0.0,Low,High Floor
flat,sector 102,1.39,3.0,3.0,3,Relatively New,1488.40206185567,1.0,0.0,0.0,Low,Mid Floor
house,sector 70,5.35,4.0,4.0,3+,Relatively New,6000.0,1.0,1.0,0.0,High,Mid Floor
flat,sector 62,9.2,4.0,6.0,3,Relatively New,3521.955670103093,1.0,0.0,0.0,High,Mid Floor
flat,sector 83,1.05,3.0,3.0,3,Moderately Old,1336.0438144329896,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 77,0.75,2.0,2.0,2,Relatively New,1180.0,0.0,0.0,0.0,High,Mid Floor
house,sector 43,6.25,7.0,7.0,3+,Moderately Old,2034.0,1.0,1.0,1.0,Low,Mid Floor
flat,sector 79,1.93,3.0,4.0,3,Relatively New,2040.4639175257728,1.0,0.0,1.0,High,Mid Floor
house,sector 109,5.7,4.0,5.0,3+,Relatively New,5400.0,1.0,1.0,0.0,High,Mid Floor
flat,sector 86,0.43,2.0,2.0,1,New Property,450.9,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 48,9.3,4.0,4.0,3,Moderately Old,3831.0,1.0,1.0,0.0,Medium,Mid Floor
flat,sector 37,1.0,3.0,5.0,3,Under Construction,1826.6752577319587,1.0,0.0,1.0,Low,High Floor
flat,sohna road,0.55,2.0,2.0,3,New Property,670.5,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 63,1.65,2.0,2.0,2,Relatively New,975.1288659793814,0.0,0.0,0.0,Low,Low Floor
flat,sector 109,1.7,3.0,3.0,3,Relatively New,1550.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 61,1.47,2.0,2.0,2,New Property,1080.0,0.0,0.0,1.0,Medium,Low Floor
flat,sector 49,2.35,3.0,3.0,3,Relatively New,2030.0,0.0,0.0,0.0,Low,High Floor
flat,sector 85,1.45,3.0,4.0,2,New Property,1616.0,1.0,0.0,1.0,Low,Mid Floor
flat,sector 58,4.85,4.0,5.0,3,Relatively New,2577.6,1.0,0.0,0.0,Low,High Floor
flat,sector 1,0.91,3.0,3.0,3,Moderately Old,1900.0,1.0,0.0,0.0,Low,Mid Floor
house,sector 109,11.25,7.0,5.0,3+,Relatively New,4500.0,1.0,0.0,1.0,Low,Mid Floor
flat,sector 65,1.7,3.0,3.0,3,Relatively New,993.2381443298968,0.0,0.0,0.0,Medium,Mid Floor
house,sector 23,2.4,3.0,3.0,2,Moderately Old,2000.0,0.0,1.0,1.0,Low,Low Floor
house,sector 2,3.0,2.0,4.0,3+,Old Property,1557.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 22,3.99,3.0,5.0,3,New Property,2787.3711340206187,1.0,0.0,0.0,Medium,Mid Floor
house,sector 50,10.3,5.0,6.0,3+,Moderately Old,3240.0,1.0,1.0,0.0,High,Mid Floor
flat,sector 81,2.3,3.0,4.0,3,Relatively New,2280.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 103,0.8,2.0,2.0,3,New Property,1089.0,0.0,0.0,0.0,High,Mid Floor
flat,sector 112,5.6,4.0,6.0,3,Moderately Old,3662.34,1.0,0.0,0.0,High,High Floor
flat,sector 71,0.37,1.0,1.0,2,Relatively New,450.0,0.0,0.0,1.0,Medium,Low Floor
flat,sector 90,0.7,2.0,2.0,3,New Property,1350.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 92,1.1,4.0,4.0,3,Relatively New,1851.3,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 56,2.05,4.0,4.0,3,Relatively New,2000.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 99,1.56,3.0,5.0,3,New Property,1801.4175257731958,1.0,0.0,0.0,Low,Mid Floor
house,sohna road road,0.5,2.0,1.0,2,Moderately Old,900.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 99,1.13,3.0,5.0,3,Relatively New,1790.0,1.0,0.0,0.0,Low,Mid Floor
house,sector 66,8.8,4.0,4.0,3+,Relatively New,2115.0,1.0,1.0,0.0,Medium,Mid Floor
house,sector 104,0.62,3.0,3.0,1,Moderately Old,900.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 95,0.33,2.0,2.0,1,New Property,691.8814432989691,0.0,0.0,0.0,Medium,High Floor
flat,sohna road,0.21,1.0,1.0,1,Relatively New,354.6,0.0,0.0,1.0,Low,Low Floor
flat,sector 85,1.05,2.0,2.0,3,Relatively New,1507.3453608247423,0.0,1.0,0.0,Medium,Mid Floor
flat,sector 85,1.93,3.0,4.0,3,Relatively New,2400.0,1.0,0.0,0.0,High,Mid Floor
flat,sector 104,0.22,1.0,2.0,2,New Property,271.152,0.0,0.0,0.0,Medium,Low Floor
house,sector 33,1.35,2.0,2.0,2,New Property,1210.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 4,0.36,2.0,2.0,1,Relatively New,855.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 43,6.5,4.0,5.0,2,Relatively New,2652.061855670104,1.0,0.0,0.0,Low,Mid Floor
flat,sector 106,0.97,2.0,2.0,3,New Property,1200.0,0.0,0.0,0.0,High,Mid Floor
flat,sector 69,1.44,3.0,3.0,2,Relatively New,1251.7268041237112,0.0,0.0,0.0,High,Low Floor
flat,sector 112,5.2,4.0,6.0,3,Relatively New,3655.35,1.0,0.0,0.0,High,High Floor
flat,sohna road,0.95,2.0,2.0,3,Relatively New,1039.20206185567,0.0,0.0,1.0,Low,Mid Floor
house,sector 3,0.7,2.0,3.0,1,Relatively New,999.0,0.0,1.0,1.0,Low,Low Floor
flat,sector 69,1.4,3.0,3.0,2,Relatively New,1423.4536082474226,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 108,1.7,3.0,4.0,3,Relatively New,1500.29,1.0,0.0,0.0,Medium,High Floor
flat,sector 51,0.71,2.0,2.0,1,Relatively New,815.4,0.0,0.0,1.0,Low,Mid Floor
flat,sector 30,0.69,2.0,2.0,1,Old Property,893.0412371134021,0.0,0.0,0.0,Medium,Mid Floor
house,sector 24,5.25,4.0,4.0,3+,Relatively New,1350.0,1.0,0.0,0.0,Medium,Low Floor
flat,sohna road,0.53,2.0,2.0,2,Relatively New,760.5,0.0,0.0,0.0,High,Low Floor
house,sector 2,0.7,1.0,1.0,0,Moderately Old,900.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 79,1.15,3.0,3.0,3,Relatively New,1200.0,0.0,0.0,1.0,Medium,Low Floor
flat,sector 110,2.0,3.0,3.0,2,Under Construction,1501.9329896907218,0.0,0.0,1.0,Low,High Floor
flat,sector 48,5.15,3.0,3.0,3,Moderately Old,2364.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 83,1.75,3.0,3.0,3,Relatively New,1414.976762886598,1.0,0.0,1.0,Medium,High Floor
flat,sector 109,1.7,1.0,1.0,2,Relatively New,965.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 43,13.0,3.0,3.0,3+,New Property,2700.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 69,1.4,3.0,3.0,2,Relatively New,1423.4536082474226,0.0,0.0,0.0,Medium,High Floor
flat,sector 48,1.75,3.0,3.0,3,Old Property,2200.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 70,1.6,2.0,2.0,2,Moderately Old,1411.7268041237114,0.0,0.0,0.0,Medium,High Floor
flat,sector 83,1.12,3.0,3.0,2,Relatively New,1200.0,1.0,1.0,0.0,High,Mid Floor
house,sector 4,0.92,1.0,4.0,3,Moderately Old,603.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 81,0.89,1.0,1.0,0,Relatively New,1095.0,0.0,0.0,0.0,Low,Low Floor
flat,sohna road,0.72,2.0,2.0,3,Relatively New,1091.494845360825,0.0,0.0,0.0,High,Mid Floor
flat,sector 102,1.4,3.0,3.0,3,Relatively New,1488.40206185567,1.0,0.0,0.0,Medium,Mid Floor
house,sector 26,20.0,5.0,7.0,3+,Relatively New,4500.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sohna road,0.78,3.0,3.0,3,Relatively New,1089.0,0.0,0.0,1.0,High,Mid Floor
flat,sector 92,2.0,4.0,5.0,3,Relatively New,2196.3015463917527,1.0,0.0,0.0,Medium,High Floor
flat,sector 82,2.85,4.0,4.0,3,New Property,2606.0,1.0,0.0,0.0,High,Low Floor
house,sector 46,3.5,4.0,4.0,2,Relatively New,1620.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 109,2.22,3.0,3.0,3,Relatively New,1889.819587628866,1.0,0.0,0.0,Medium,High Floor
flat,sector 70,1.55,3.0,3.0,3,Relatively New,1600.0,1.0,0.0,0.0,Low,Mid Floor
house,sector 43,11.5,7.0,8.0,3+,Old Property,9000.0,1.0,1.0,0.0,Low,Mid Floor
flat,sector 102,2.12,3.0,3.0,3,New Property,1429.3092783505151,0.0,0.0,0.0,Medium,Mid Floor
house,sector 26,15.0,4.0,4.0,3,Moderately Old,4500.0,1.0,1.0,0.0,Low,Mid Floor
house,sector 14,6.5,5.0,5.0,0,Moderately Old,2500.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 60,3.6,4.0,5.0,3,Relatively New,2346.94587628866,1.0,0.0,0.0,Low,High Floor
flat,sector 70,0.99,3.0,4.0,2,Under Construction,1411.7268041237114,0.0,0.0,1.0,Low,High Floor
house,sector 89,0.7,2.0,2.0,2,New Property,1297.0,0.0,0.0,0.0,Low,High Floor
flat,sector 37,1.77,4.0,3.0,3,Relatively New,1825.208762886598,1.0,0.0,0.0,Low,High Floor
flat,sector 43,4.2,3.0,4.0,2,Old Property,2125.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 111,0.6,2.0,2.0,3,New Property,639.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 85,2.1,4.0,4.0,3,Relatively New,2600.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 89,0.97,2.0,2.0,3,New Property,1103.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 83,1.72,3.0,3.0,3,Relatively New,1600.0,1.0,0.0,0.0,High,Mid Floor
flat,sector 99,0.4,2.0,2.0,2,New Property,670.0778350515463,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 103,1.25,3.0,3.0,3,New Property,1350.2,0.0,0.0,1.0,Medium,Low Floor
flat,sector 86,1.23,2.0,2.0,3,Relatively New,1335.0515463917527,0.0,0.0,1.0,Low,High Floor
house,sector 3,3.5,1.0,1.0,0,Relatively New,3800.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 39,2.0,3.0,3.0,3,Old Property,2400.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 95,0.2,1.0,1.0,1,Relatively New,329.472,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 65,2.85,4.0,4.0,3,Relatively New,1975.0,1.0,0.0,0.0,High,Low Floor
flat,sector 90,1.78,4.0,4.0,3,Relatively New,1998.0670103092784,0.0,0.0,0.0,Medium,High Floor
flat,sector 1,1.25,4.0,4.0,3,Moderately Old,2385.9,0.0,0.0,0.0,Low,Mid Floor
flat,sector 104,1.73,3.0,4.0,3,Relatively New,2065.721649484536,1.0,0.0,1.0,High,High Floor
flat,sector 65,2.01,2.0,2.0,3,New Property,1328.612886597938,0.0,0.0,0.0,Low,Mid Floor
flat,sector 61,2.55,3.0,3.0,2,New Property,1630.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 79,1.29,2.0,2.0,3,New Property,1418.041237113402,0.0,0.0,1.0,Low,Mid Floor
house,sector 48,8.4,4.0,5.0,3+,Moderately Old,4000.0,1.0,0.0,0.0,Low,Low Floor
flat,sector 62,2.15,2.0,2.0,3,Under Construction,1357.2,0.0,0.0,1.0,Medium,High Floor
flat,sector 92,0.75,3.0,2.0,2,Relatively New,1556.0,0.0,0.0,1.0,Low,High Floor
flat,sector 50,6.75,4.0,4.0,N,Moderately Old,3395.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 33,0.4,2.0,2.0,2,New Property,623.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 76,3.35,3.0,4.0,3,New Property,1902.0,1.0,0.0,0.0,High,Mid Floor
flat,sector 66,1.45,2.0,2.0,3,Relatively New,976.8247422680412,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 61,3.87,3.0,4.0,3,New Property,2250.0,1.0,0.0,0.0,Medium,High Floor
flat,sector 68,1.0,2.0,2.0,2,New Property,1102.5,1.0,0.0,1.0,Medium,High Floor
flat,sector 2,1.01,2.0,2.0,3,Moderately Old,1276.4175257731958,0.0,0.0,0.0,Medium,Low Floor
flat,sector 69,2.0,4.0,4.0,2,Relatively New,1882.6030927835047,0.0,0.0,0.0,High,Low Floor
flat,sector 61,2.04,3.0,3.0,3,Moderately Old,1595.0,1.0,0.0,0.0,High,High Floor
flat,sector 66,3.0,3.0,3.0,2,Relatively New,1950.0,1.0,0.0,1.0,Medium,High Floor
flat,sector 104,1.75,3.0,4.0,3,Relatively New,1842.860824742268,1.0,0.0,0.0,Low,High Floor
house,sector 23,4.0,3.0,3.0,2,Moderately Old,2430.0,1.0,0.0,0.0,Medium,Low Floor
flat,sector 95,0.32,2.0,2.0,1,Relatively New,494.244,0.0,0.0,0.0,Medium,Mid Floor
house,sector 49,2.8,3.0,3.0,3,Moderately Old,1800.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 65,5.9,3.0,3.0,3,Moderately Old,3033.634020618557,0.0,0.0,0.0,Low,Mid Floor
flat,sector 92,0.66,3.0,2.0,2,Relatively New,1193.4,0.0,0.0,0.0,Low,High Floor
house,sector 31,4.6,2.0,4.0,3+,Old Property,1460.0,0.0,0.0,1.0,Low,Mid Floor
house,sector 86,2.5,4.0,4.0,3+,Moderately Old,3400.0,1.0,1.0,0.0,Medium,Mid Floor
flat,sector 56,1.54,3.0,4.0,3,Old Property,1900.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 90,1.23,3.0,3.0,2,Relatively New,1573.1958762886595,0.0,0.0,1.0,Low,High Floor
flat,sector 109,1.75,3.0,4.0,3,Relatively New,1939.4329896907216,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 71,0.59,2.0,2.0,1,Moderately Old,639.0,0.0,0.0,0.0,Medium,Mid Floor
house,sector 4,0.8,5.0,4.0,3,Under Construction,146.0,0.0,0.0,1.0,Low,Mid Floor
house,sector 66,11.0,5.0,6.0,3+,New Property,3240.0,1.0,1.0,0.0,High,Low Floor
flat,sector 85,2.1,4.0,5.0,3,Relatively New,2536.59793814433,0.0,0.0,0.0,Medium,Mid Floor
house,sector 47,8.81,8.0,6.0,3+,Moderately Old,3240.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 68,0.93,2.0,2.0,2,New Property,972.0,0.0,0.0,0.0,Low,High Floor
flat,sector 65,2.8,3.0,3.0,3,Relatively New,1867.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 69,1.28,3.0,3.0,2,Relatively New,1423.4536082474226,0.0,0.0,0.0,Low,High Floor
flat,sector 83,1.4,3.0,3.0,2,Relatively New,1565.0773195876288,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 86,0.87,2.0,2.0,1,New Property,1226.8041237113405,0.0,0.0,0.0,Low,High Floor
flat,sector 92,0.42,3.0,3.0,1,Relatively New,576.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 70,1.25,2.0,2.0,3,Relatively New,1217.7835051546392,0.0,0.0,1.0,Low,Mid Floor
flat,sector 22,3.2,3.0,4.0,3,New Property,2508.634020618557,0.0,0.0,1.0,Low,Low Floor
house,sector 7,0.95,2.0,1.0,1,New Property,450.0,0.0,0.0,0.0,Low,Mid Floor
house,sohna road road,0.5,2.0,4.0,3,Relatively New,725.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 86,1.55,3.0,3.0,1,Relatively New,1900.0,0.0,0.0,0.0,High,High Floor
flat,sector 33,1.07,2.0,2.0,2,New Property,1249.3556701030927,0.0,0.0,1.0,Medium,High Floor
flat,sector 67,2.8,3.0,3.0,3,Relatively New,2048.0,0.0,1.0,0.0,High,Low Floor
flat,sector 108,0.87,2.0,3.0,3,Relatively New,978.23,1.0,0.0,0.0,Medium,Low Floor
flat,sector 69,3.05,4.0,5.0,3,Relatively New,2846.907216494845,1.0,0.0,0.0,Low,High Floor
flat,sector 9,0.94,3.0,3.0,2,Moderately Old,1395.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 85,1.83,3.0,3.0,3,Relatively New,1646.1,0.0,0.0,0.0,Medium,High Floor
flat,sector 90,0.92,3.0,3.0,2,Relatively New,1755.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 85,1.3,2.0,2.0,3,Relatively New,1357.2268041237114,0.0,1.0,0.0,Medium,Mid Floor
flat,sector 102,1.49,3.0,3.0,3,Relatively New,1204.3620309278351,0.0,0.0,0.0,High,Mid Floor
flat,sector 110,1.55,3.0,3.0,3,Relatively New,1633.6340206185566,0.0,0.0,0.0,Medium,High Floor
house,sector 5,3.75,5.0,5.0,3+,Old Property,3400.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 71,1.35,4.0,4.0,3,Moderately Old,2119.8453608247423,1.0,0.0,1.0,Low,Mid Floor
flat,sector 33,1.25,2.0,2.0,3,New Property,1385.0,0.0,0.0,1.0,Medium,High Floor
house,sector 49,2.5,3.0,3.0,2,Moderately Old,1900.0,0.0,1.0,0.0,Medium,Low Floor
house,sector 33,11.75,5.0,7.0,3+,Relatively New,5056.0,1.0,0.0,1.0,Medium,Mid Floor
house,sector 9,0.6,2.0,2.0,1,Moderately Old,558.0,0.0,0.0,1.0,Low,Low Floor
house,sector 63,1.5,3.0,3.0,2,New Property,2385.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 111,3.65,4.0,5.0,3,Moderately Old,2661.082474226804,1.0,0.0,0.0,Medium,High Floor
flat,sector 67,1.8,3.0,3.0,2,New Property,1419.012412371134,0.0,1.0,0.0,High,Mid Floor
flat,sector 86,0.41,2.0,2.0,1,Relatively New,540.9,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 28,0.95,2.0,1.0,1,Old Property,962.1,0.0,0.0,0.0,Medium,Low Floor
flat,sector 70,2.8,3.0,4.0,3,Relatively New,2350.0,1.0,0.0,1.0,Low,High Floor
flat,sector 43,6.5,4.0,4.0,3,Moderately Old,2703.479381443299,1.0,0.0,1.0,Low,Mid Floor
flat,sector 77,2.25,3.0,3.0,3,New Property,1804.1237113402065,1.0,0.0,0.0,Low,High Floor
house,sector 66,8.7,4.0,5.0,2,New Property,2250.0,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 33,1.7,3.0,3.0,3,Under Construction,1613.7886597938143,0.0,0.0,0.0,Low,High Floor
flat,sector 71,0.79,2.0,2.0,2,Relatively New,1080.6701030927836,0.0,0.0,0.0,Low,Mid Floor
flat,sector 56,1.55,3.0,3.0,3,Old Property,1804.1237113402065,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 78,0.95,3.0,3.0,2,Relatively New,1730.0,0.0,0.0,0.0,Medium,Mid Floor
house,sector 28,6.0,4.0,4.0,3+,Old Property,2700.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 85,1.99,3.0,4.0,3,Relatively New,2398.0,1.0,0.0,0.0,High,High Floor
flat,sector 90,1.13,3.0,3.0,3,Relatively New,1560.5670103092784,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 112,3.65,3.0,5.0,2,Relatively New,2800.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 74,1.5,2.0,2.0,1,New Property,1260.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 86,0.8,2.0,2.0,N,Relatively New,1360.0,0.0,0.0,0.0,Low,Low Floor
house,sector 69,2.95,4.0,3.0,2,New Property,1800.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 82,1.8,3.0,3.0,3,Relatively New,1404.9742268041236,1.0,0.0,0.0,High,Mid Floor
flat,sector 62,2.45,2.0,2.0,2,New Property,1200.0,0.0,0.0,0.0,High,Mid Floor
