property_type,sector,price,bedroom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category
house,sector 12,6.0,9.0,9.0,3+,Old Property,9000.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 37,0.42,2.0,2.0,2,Relatively New,675.0,0.0,0.0,1.0,Low,Mid Floor
house,sector 24,3.5,2.0,4.0,3,Old Property,1080.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 107,0.82,2.0,2.0,3,Relatively New,1232.2164948453608,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 102,1.05,2.0,2.0,2,Relatively New,823.5,0.0,0.0,1.0,Low,Low Floor
flat,sector 88,1.4,3.0,3.0,3,Relatively New,1668.8144329896909,0.0,0.0,0.0,Low,Mid Floor
flat,sector 102,2.2,3.0,4.0,3,Moderately Old,1938.530927835052,1.0,0.0,0.0,Medium,Mid Floor
house,sector 39,5.15,5.0,5.0,0,Relatively New,3660.0,0.0,0.0,0.0,Low,Low Floor
house,sector 11,2.5,5.0,4.0,3,Old Property,1850.0,0.0,1.0,1.0,Low,Low Floor
flat,sector 79,1.0,2.0,2.0,2,Relatively New,1300.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 37,1.8,4.0,3.0,3,Relatively New,1825.208762886598,1.0,0.0,0.0,Low,High Floor
flat,sector 92,0.5,3.0,3.0,2,Relatively New,1064.4329896907216,0.0,0.0,1.0,Low,Low Floor
house,sector 63,3.85,3.0,3.0,3+,New Property,2244.6,1.0,0.0,0.0,High,Mid Floor
flat,sector 83,1.48,3.0,3.0,3,Relatively New,1414.976762886598,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 83,0.8,2.0,2.0,2,Moderately Old,1190.721649484536,0.0,1.0,1.0,Low,Mid Floor
flat,sector 99,0.3,2.0,2.0,1,New Property,540.6701030927835,0.0,0.0,1.0,Low,Mid Floor
house,sector 4,0.47,2.0,1.0,1,Moderately Old,624.0,0.0,1.0,1.0,Low,Low Floor
flat,sector 82,1.3,4.0,4.0,3,Relatively New,1768.041237113402,1.0,0.0,1.0,Medium,Low Floor
house,sector 4,3.2,3.0,3.0,2,Old Property,2250.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 104,1.3,3.0,3.0,3,New Property,1485.6958762886595,0.0,0.0,1.0,Medium,Mid Floor
house,sector 48,8.5,4.0,4.0,2,Moderately Old,3240.0,1.0,1.0,0.0,Medium,Low Floor
flat,sector 12,0.65,3.0,3.0,1,New Property,945.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 60,2.5,2.0,3.0,2,Relatively New,1398.1958762886595,0.0,0.0,0.0,Medium,Mid Floor
house,sector 28,0.7,2.0,2.0,0,Old Property,864.0,0.0,0.0,1.0,Low,Low Floor
house,sector 105,1.15,3.0,2.0,1,Moderately Old,3150.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 104,2.3,3.0,4.0,3,New Property,2061.0,1.0,0.0,1.0,Medium,High Floor
flat,sector 90,0.75,2.0,2.0,3,Relatively New,1170.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 71,1.25,3.0,4.0,2,Relatively New,1572.2938144329896,1.0,0.0,0.0,Medium,High Floor
flat,sector 112,2.6,2.0,2.0,3,Relatively New,2441.0,0.0,0.0,0.0,High,Mid Floor
flat,sector 49,1.9,3.0,3.0,3,Old Property,1600.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 2,0.8,3.0,2.0,3,Moderately Old,1440.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 103,1.01,2.0,2.0,3,Relatively New,1204.3170103092784,0.0,1.0,0.0,High,Mid Floor
flat,sector 37,1.6,4.0,3.0,3,Relatively New,2000.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 22,4.1,3.0,3.0,3,New Property,1459.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 61,2.45,3.0,3.0,3,New Property,1121.3634072164948,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 79,1.69,3.0,3.0,2,Relatively New,1788.7886597938143,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 107,1.01,2.0,2.0,3,New Property,1200.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 99,1.02,2.0,2.0,3,Relatively New,1430.0,0.0,0.0,0.0,High,Mid Floor
flat,sector 33,0.95,2.0,2.0,3,Under Construction,1249.3556701030927,0.0,0.0,1.0,Low,Mid Floor
flat,sector 68,1.15,2.0,2.0,3,New Property,1123.0670103092784,0.0,0.0,1.0,Low,Mid Floor
flat,sector 113,2.87,4.0,4.0,3,Under Construction,2068.2,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 37,1.2,3.0,4.0,3,Relatively New,1635.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 90,1.25,3.0,3.0,2,Relatively New,1573.1958762886595,0.0,0.0,1.0,Low,High Floor
flat,sector 66,3.5,3.0,4.0,3,Relatively New,2150.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 85,1.83,3.0,4.0,3,Relatively New,1925.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 67,2.0,3.0,3.0,2,Under Construction,1236.580412371134,0.0,0.0,0.0,Low,Mid Floor
flat,sector 2,1.4,3.0,3.0,3,Moderately Old,1605.6701030927836,0.0,0.0,0.0,Medium,Mid Floor
house,sector 54,3.75,4.0,4.0,3,Moderately Old,1440.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 89,1.1,2.0,2.0,2,New Property,992.7,0.0,1.0,1.0,Medium,Mid Floor
flat,sector 109,1.65,3.0,3.0,3,Relatively New,1650.0,0.0,1.0,0.0,High,High Floor
flat,sector 65,3.2,4.0,3.0,2,Relatively New,3150.0,1.0,0.0,1.0,Low,Low Floor
flat,sector 113,2.37,4.0,4.0,3,Under Construction,2060.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 47,2.4,3.0,4.0,3,Moderately Old,1728.3505154639174,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 102,1.54,3.0,3.0,3,Relatively New,1204.3620309278351,1.0,0.0,0.0,Medium,High Floor
flat,sector 92,0.71,3.0,3.0,3,Relatively New,1193.4,0.0,0.0,1.0,Medium,Low Floor
flat,sector 108,3.95,3.0,4.0,2,Relatively New,2343.0,1.0,0.0,0.0,Low,High Floor
flat,sector 65,2.8,3.0,3.0,2,Relatively New,1650.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 83,1.05,3.0,3.0,3,Relatively New,1457.5386597938143,0.0,1.0,1.0,Medium,Mid Floor
flat,sector 107,0.36,2.0,2.0,1,Relatively New,598.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 70,1.66,3.0,5.0,3,Relatively New,1401.9603092783505,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 113,1.5,2.0,2.0,2,New Property,1148.4,0.0,0.0,1.0,Medium,High Floor
flat,sector 47,2.45,3.0,4.0,2,Old Property,2061.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 65,4.95,3.0,3.0,3,Relatively New,2807.216494845361,1.0,0.0,0.0,Medium,Mid Floor
house,sector 7,3.85,4.0,4.0,3,Old Property,2628.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 84,0.41,2.0,2.0,2,New Property,565.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 67,0.55,2.0,2.0,2,Relatively New,470.7,0.0,0.0,0.0,Medium,Mid Floor
flat,sohna road,0.9,3.0,2.0,N,Relatively New,1120.0,0.0,0.0,1.0,Medium,Low Floor
flat,sector 7,0.54,2.0,2.0,1,Relatively New,810.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 109,2.25,3.0,4.0,3,Relatively New,2331.8298969072166,1.0,0.0,1.0,Medium,High Floor
house,sector 48,7.35,4.0,5.0,2,Moderately Old,3222.0,1.0,1.0,0.0,Medium,Low Floor
house,sector 49,6.75,5.0,4.0,2,New Property,4500.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 85,1.25,2.0,2.0,2,Relatively New,1566.9,0.0,0.0,0.0,Low,High Floor
flat,sector 69,1.19,2.0,3.0,1,Relatively New,1215.0,0.0,0.0,0.0,High,Low Floor
flat,sector 49,2.65,3.0,4.0,3,Moderately Old,2251.0,1.0,0.0,0.0,Medium,High Floor
house,sohna road road,1.35,5.0,5.0,3+,Relatively New,1350.0,0.0,0.0,1.0,Low,Mid Floor
house,sector 5,3.5,6.0,5.0,2,Old Property,2250.0,1.0,0.0,0.0,High,Mid Floor
house,sector 55,5.0,2.0,9.0,3+,New Property,1125.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 40,1.5,1.0,1.0,N,Moderately Old,300.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 69,1.66,4.0,4.0,1,Relatively New,1777.0618556701031,0.0,0.0,0.0,Medium,High Floor
flat,sector 84,0.9,3.0,3.0,3,Relatively New,1646.2628865979382,0.0,0.0,1.0,Medium,High Floor
house,sector 45,4.49,3.0,9.0,3+,Moderately Old,1836.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 70,2.5,3.0,3.0,3,Relatively New,1577.216494845361,0.0,0.0,0.0,High,High Floor
house,sector 13,1.5,2.0,2.0,2,Old Property,1426.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 50,2.5,3.0,3.0,3,Relatively New,1888.0154639175255,0.0,0.0,0.0,Medium,High Floor
flat,sector 33,3.25,4.0,4.0,3,Old Property,3895.2,1.0,0.0,0.0,Medium,High Floor
flat,sector 92,0.45,2.0,2.0,1,New Property,646.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 108,2.08,4.0,4.0,3,Relatively New,2631.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 92,1.44,4.0,4.0,3,Relatively New,1836.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 81,2.25,3.0,4.0,3,Relatively New,2090.0,1.0,0.0,0.0,High,High Floor
flat,sector 86,1.28,3.0,4.0,3,Moderately Old,1572.4896907216494,1.0,0.0,1.0,Medium,High Floor
house,sector 109,11.3,7.0,5.0,3+,Relatively New,4500.0,1.0,0.0,1.0,Low,Mid Floor
house,sector 14,5.5,5.0,4.0,2,Old Property,3240.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 10,0.8,2.0,3.0,2,New Property,1125.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 105,0.37,2.0,2.0,1,Moderately Old,450.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 90,0.85,3.0,4.0,3,Relatively New,1522.9896907216494,1.0,1.0,1.0,Medium,Mid Floor
flat,sector 71,0.82,2.0,2.0,2,Moderately Old,1082.4742268041236,0.0,0.0,1.0,Low,Mid Floor
house,sector 48,6.4,4.0,4.0,3,Moderately Old,2700.0,1.0,1.0,0.0,High,Mid Floor
flat,sector 91,0.96,2.0,2.0,3,Moderately Old,1266.494845360825,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 92,1.25,4.0,4.0,3,Relatively New,1933.118556701031,1.0,0.0,1.0,Medium,High Floor
house,sector 50,11.58,5.0,5.0,3,Moderately Old,3240.0,1.0,0.0,1.0,Low,Low Floor
flat,sector 92,0.71,3.0,3.0,2,Relatively New,1292.4,0.0,0.0,0.0,Low,Mid Floor
flat,sector 83,1.19,2.0,2.0,3,Relatively New,1630.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 76,0.55,2.0,2.0,2,Under Construction,666.9,0.0,0.0,1.0,Low,Mid Floor
flat,sector 104,1.5,2.0,2.0,2,Under Construction,1398.1958762886595,0.0,0.0,1.0,Low,Mid Floor
flat,sector 81,2.7,3.0,3.0,3,Relatively New,2109.0,1.0,0.0,0.0,Low,High Floor
flat,sector 83,1.75,3.0,3.0,3,Relatively New,1600.0,1.0,0.0,0.0,High,Mid Floor
flat,sector 56,1.39,3.0,3.0,3,Moderately Old,1731.958762886598,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 33,1.79,3.0,3.0,3,Old Property,1613.7886597938143,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 1,0.86,3.0,3.0,3,Moderately Old,1900.0,1.0,0.0,1.0,Medium,Mid Floor
house,sector 70,1.18,3.0,3.0,3+,Relatively New,1305.0,0.0,0.0,0.0,High,Low Floor
flat,sector 69,0.9,3.0,2.0,3,Relatively New,1326.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 62,4.25,3.0,3.0,3,Under Construction,1600.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 77,0.75,2.0,2.0,2,Relatively New,1140.0,0.0,1.0,0.0,Medium,Mid Floor
house,sector 48,7.25,4.0,4.0,3,Relatively New,3240.0,1.0,1.0,0.0,Medium,Low Floor
flat,sector 47,2.4,3.0,3.0,3,Moderately Old,1881.701030927835,1.0,0.0,0.0,Medium,Mid Floor
house,sector 26,9.0,5.0,5.0,2,Old Property,2700.0,1.0,1.0,0.0,Medium,Mid Floor
house,sector 23,2.9,4.0,4.0,3,Relatively New,2500.0,1.0,0.0,0.0,Low,Low Floor
flat,sector 69,1.43,3.0,3.0,2,Relatively New,1450.5154639175255,0.0,0.0,0.0,Medium,Low Floor
flat,sector 113,2.9,4.0,4.0,3,New Property,2068.2,1.0,0.0,1.0,Low,High Floor
flat,sector 110,4.1,5.0,5.0,2,Relatively New,3500.0,1.0,0.0,0.0,High,Mid Floor
flat,sector 67,0.56,2.0,2.0,2,Relatively New,630.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 108,2.4,2.0,2.0,2,New Property,1245.7474226804125,0.0,0.0,0.0,Medium,High Floor
flat,sector 113,2.35,3.0,3.0,3,New Property,2210.0,1.0,0.0,0.0,High,High Floor
house,sector 21,0.6,3.0,3.0,2,Old Property,972.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 66,2.99,3.0,3.0,3,Relatively New,2000.0,1.0,0.0,0.0,Low,Mid Floor
flat,sohna road,0.42,2.0,2.0,2,New Property,561.9845360824743,0.0,0.0,1.0,Medium,Low Floor
house,sector 82,1.4,3.0,3.0,2,New Property,1700.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 69,1.38,3.0,3.0,1,Relatively New,1384.2,0.0,0.0,0.0,High,High Floor
flat,sector 77,1.35,3.0,3.0,3,New Property,1322.0886597938145,0.0,1.0,0.0,Medium,Mid Floor
flat,sector 106,1.35,4.0,3.0,3,Old Property,1359.0,1.0,0.0,1.0,Medium,High Floor
flat,sector 102,1.6,3.0,3.0,3,Relatively New,1204.3620309278351,0.0,0.0,1.0,Low,Mid Floor
flat,sector 90,1.21,3.0,3.0,3,Relatively New,1929.0,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 74,1.55,2.0,2.0,3,Relatively New,1300.0,0.0,0.0,1.0,Medium,High Floor
house,sector 14,4.5,5.0,5.0,1,Relatively New,2250.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 85,2.17,4.0,4.0,3,Relatively New,2600.0,1.0,0.0,0.0,Low,Mid Floor
flat,sohna road,0.99,2.0,2.0,2,Relatively New,948.4922680412373,0.0,0.0,1.0,Low,Mid Floor
house,sector 50,3.99,4.0,5.0,3+,New Property,4500.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 86,1.54,4.0,4.0,3,Moderately Old,2132.474226804124,1.0,0.0,1.0,Medium,High Floor
flat,sector 2,5.9,4.0,4.0,3,Moderately Old,5350.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 7,0.8,3.0,2.0,1,Relatively New,891.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 72,6.75,4.0,4.0,3,New Property,4000.0,1.0,0.0,0.0,High,Low Floor
flat,sector 92,1.55,3.0,4.0,3,Relatively New,1799.6134020618558,1.0,0.0,1.0,Low,Mid Floor
flat,sector 79,1.45,2.0,2.0,3,Relatively New,1494.0,0.0,0.0,1.0,Medium,Mid Floor
house,sector 43,2.45,4.0,4.0,3+,Moderately Old,540.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sohna road,0.22,1.0,1.0,1,New Property,630.0,0.0,0.0,0.0,Medium,Low Floor
house,sector 26,16.0,5.0,6.0,3,Old Property,4500.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 28,4.3,3.0,4.0,3,Old Property,3122.947164948454,1.0,1.0,0.0,Low,Mid Floor
flat,sector 28,2.25,3.0,3.0,2,Old Property,1700.0,1.0,0.0,1.0,Medium,High Floor
flat,sector 85,2.15,4.0,5.0,3,Relatively New,2536.59793814433,1.0,0.0,1.0,High,Low Floor
flat,sector 83,1.55,3.0,3.0,3,Relatively New,1400.0,1.0,0.0,0.0,High,Mid Floor
flat,sector 109,2.2,3.0,4.0,3,Relatively New,1860.0,1.0,0.0,0.0,High,Mid Floor
flat,sector 83,3.15,5.0,7.0,3,Relatively New,3200.0,1.0,0.0,0.0,High,High Floor
flat,sector 53,4.8,3.0,4.0,3,Relatively New,2500.0,1.0,0.0,0.0,High,Mid Floor
flat,sector 91,0.87,2.0,2.0,2,Relatively New,1040.8505154639174,0.0,1.0,1.0,Medium,Mid Floor
flat,sector 47,2.4,3.0,3.0,N,Moderately Old,2160.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 85,1.65,3.0,4.0,3,New Property,2172.1649484536083,0.0,0.0,1.0,Low,Mid Floor
flat,sector 37,1.5,3.0,3.0,3,Relatively New,1523.3170103092784,0.0,0.0,0.0,Low,High Floor
house,sector 25,6.5,5.0,5.0,3+,Old Property,1800.0,1.0,1.0,0.0,Medium,Mid Floor
flat,sector 37,0.95,2.0,2.0,3,Relatively New,1067.881443298969,0.0,1.0,0.0,Medium,High Floor
house,sector 57,3.6,4.0,4.0,2,Old Property,1728.0,1.0,1.0,1.0,Medium,Low Floor
flat,sector 102,1.35,2.0,2.0,2,Relatively New,1225.90206185567,0.0,0.0,1.0,Medium,Mid Floor
flat,sohna road,0.45,2.0,2.0,2,Relatively New,639.0,0.0,0.0,0.0,Low,Mid Floor
house,sohna road road,5.5,3.0,3.0,3+,Moderately Old,3500.0,1.0,0.0,0.0,Low,Low Floor
flat,sector 37,0.65,2.0,2.0,3,New Property,561.3701030927834,0.0,0.0,1.0,Low,Low Floor
flat,sector 51,3.55,5.0,6.0,3,Moderately Old,5200.0,1.0,1.0,0.0,High,High Floor
flat,sector 79,1.4,2.0,2.0,2,Relatively New,1260.0,1.0,1.0,0.0,Medium,Mid Floor
flat,sector 102,1.35,3.0,4.0,3,Relatively New,1400.0,1.0,0.0,0.0,High,Mid Floor
flat,sector 79,1.7,3.0,4.0,3,New Property,1536.859793814433,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 65,2.79,3.0,3.0,3,New Property,1969.0,0.0,0.0,1.0,Low,High Floor
flat,sector 113,6.0,5.0,6.0,3,Moderately Old,5908.5,0.0,0.0,1.0,Medium,High Floor
flat,sector 49,0.94,1.0,2.0,2,Moderately Old,603.9,0.0,0.0,1.0,Low,Low Floor
flat,sector 37,0.86,2.0,3.0,3,Relatively New,1301.2268041237112,0.0,0.0,1.0,Low,Mid Floor
flat,sector 69,1.4,3.0,3.0,2,Relatively New,1423.4536082474226,0.0,0.0,0.0,Medium,Low Floor
flat,sector 89,1.25,3.0,3.0,3,New Property,1283.6340206185566,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 3,0.8,3.0,3.0,1,Old Property,1000.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 1,1.6,4.0,6.0,3,Relatively New,2115.0,1.0,0.0,1.0,Low,Mid Floor
flat,sector 77,0.8,2.0,2.0,2,Relatively New,1055.2835051546392,0.0,0.0,0.0,Low,Mid Floor
flat,sector 102,2.6,3.0,3.0,3,Relatively New,2343.556701030928,1.0,1.0,0.0,Medium,Low Floor
house,sector 48,18.5,4.0,4.0,1,Moderately Old,7000.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 22,1.99,2.0,2.0,2,New Property,1285.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 12,2.9,7.0,7.0,3,Old Property,2700.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 99,0.5,2.0,1.0,2,New Property,528.3,0.0,0.0,1.0,Low,Mid Floor
flat,sector 33,2.96,4.0,4.0,3,New Property,2134.0,1.0,0.0,0.0,Low,Low Floor
flat,sector 92,1.22,4.0,3.0,3,Under Construction,2093.0,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 48,2.65,4.0,4.0,3,Moderately Old,2567.0,1.0,0.0,0.0,High,High Floor
flat,sohna road,1.35,3.0,3.0,3,New Property,1980.0,1.0,0.0,1.0,Medium,Low Floor
flat,sector 70,1.65,3.0,4.0,3,Relatively New,1449.6603092783505,1.0,0.0,0.0,High,Low Floor
flat,sector 81,2.5,3.0,3.0,2,Relatively New,1700.0,1.0,0.0,0.0,High,High Floor
flat,sector 91,1.5,3.0,4.0,3,Relatively New,1642.6417525773195,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 113,3.21,3.0,3.0,3,New Property,2273.19587628866,0.0,0.0,1.0,Low,Mid Floor
flat,sector 51,1.7,3.0,4.0,3,Moderately Old,1436.4,0.0,1.0,0.0,Medium,Low Floor
flat,sector 104,0.98,3.0,3.0,3,Relatively New,1485.6958762886595,0.0,0.0,1.0,Medium,High Floor
flat,sector 89,0.95,2.0,2.0,2,New Property,741.3499999999999,0.0,0.0,1.0,Medium,Low Floor
flat,sector 85,1.4,2.0,2.0,3,Relatively New,1400.0,0.0,0.0,1.0,Low,High Floor
flat,sector 82,0.75,2.0,2.0,2,Relatively New,1000.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 95,0.2,1.0,1.0,1,Relatively New,329.472,0.0,0.0,1.0,Medium,Mid Floor
house,sector 7,1.3,2.0,3.0,2,Old Property,963.0,0.0,0.0,0.0,Low,Mid Floor
flat,sohna road road,1.65,3.0,3.0,N,New Property,851.4,0.0,0.0,1.0,Medium,Low Floor
flat,sector 67,1.0,1.0,1.0,1,Relatively New,826.0,0.0,0.0,1.0,Low,High Floor
flat,sector 95,0.38,2.0,2.0,1,New Property,494.25299999999993,0.0,0.0,1.0,Low,Mid Floor
flat,sector 89,1.1,3.0,2.0,3,New Property,1550.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 86,0.45,2.0,2.0,1,Under Construction,516.1859999999999,0.0,0.0,1.0,Low,High Floor
house,sector 12,3.71,3.0,3.0,1,Moderately Old,1872.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 92,0.85,3.0,3.0,N,Relatively New,1418.041237113402,0.0,0.0,0.0,Medium,Low Floor
flat,sector 88,0.95,2.0,2.0,2,Relatively New,1176.3,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 6,0.38,2.0,2.0,2,Moderately Old,765.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 48,3.45,3.0,3.0,3,Moderately Old,1869.0,0.0,0.0,0.0,Low,High Floor
flat,sector 65,2.36,3.0,3.0,3,Relatively New,1488.40206185567,1.0,0.0,0.0,High,Low Floor
house,sector 31,3.69,4.0,4.0,2,Moderately Old,1557.0,1.0,0.0,0.0,Medium,Low Floor
flat,sector 49,2.0,4.0,3.0,3,Old Property,2484.278350515464,0.0,0.0,0.0,Medium,Mid Floor
house,sector 12,1.7,3.0,3.0,0,Old Property,200.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 76,1.92,3.0,3.0,2,New Property,1628.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 95,0.8,2.0,2.0,3,New Property,653.4278350515465,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 95,0.36,2.0,2.0,2,New Property,580.5,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 51,2.1,4.0,4.0,3,Relatively New,2300.0,0.0,0.0,1.0,Medium,Low Floor
flat,sector 99,1.6,3.0,4.0,N,New Property,2400.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 53,5.0,3.0,4.0,3,Relatively New,2500.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 69,1.92,4.0,5.0,3,Relatively New,2164.9484536082477,1.0,0.0,0.0,High,Mid Floor
flat,sector 80,0.85,1.0,1.0,1,Relatively New,616.5,0.0,0.0,0.0,Medium,High Floor
house,sector 108,1.34,1.0,1.0,0,Relatively New,2680.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 69,1.43,3.0,3.0,2,Relatively New,1192.8077319587628,0.0,0.0,0.0,Medium,Low Floor
flat,sector 85,1.3,2.0,2.0,3,Relatively New,1279.7226804123711,0.0,1.0,0.0,Medium,High Floor
house,sector 45,8.5,5.0,4.0,2,Moderately Old,3240.0,1.0,0.0,0.0,Low,Low Floor
flat,sector 48,1.5,3.0,3.0,3,Old Property,1600.0,0.0,0.0,0.0,Medium,Low Floor
flat,sohna road,0.3,2.0,2.0,2,Relatively New,471.9730360824742,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 2,7.5,4.0,4.0,3,New Property,4826.030927835051,1.0,0.0,0.0,Low,High Floor
flat,sohna road,0.36,2.0,2.0,1,New Property,474.020618556701,0.0,0.0,0.0,Low,Low Floor
flat,sector 85,1.35,2.0,2.0,3,Relatively New,82.8,0.0,0.0,1.0,Low,High Floor
flat,sector 82,2.7,4.0,4.0,3,Moderately Old,2576.0,1.0,0.0,1.0,Low,High Floor
flat,sector 84,1.2,2.0,2.0,1,Relatively New,1145.618556701031,0.0,0.0,1.0,Low,Mid Floor
flat,sector 36,0.82,3.0,2.0,3,New Property,972.9,0.0,0.0,1.0,Low,Low Floor
flat,sector 89,1.1,3.0,1.0,N,New Property,1103.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 112,5.49,4.0,5.0,3,Relatively New,3655.35,1.0,0.0,0.0,High,Mid Floor
flat,sector 57,1.12,2.0,2.0,1,Old Property,947.1649484536084,0.0,0.0,0.0,Medium,Low Floor
house,sector 7,3.1,3.0,3.0,2,Old Property,2250.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 112,3.75,3.0,3.0,2,Relatively New,2225.56,1.0,0.0,0.0,High,High Floor
flat,sector 102,0.47,2.0,2.0,1,Relatively New,524.4515463917526,0.0,1.0,0.0,Medium,Mid Floor
flat,sohna road,0.28,2.0,2.0,1,Relatively New,743.0,0.0,0.0,1.0,Low,High Floor
house,sector 26,18.0,5.0,4.0,3+,Moderately Old,4518.0,1.0,1.0,0.0,Medium,Mid Floor
flat,sector 69,1.37,3.0,3.0,1,Relatively New,1403.826804123711,0.0,0.0,0.0,Medium,High Floor
flat,sector 56,1.45,3.0,3.0,3,Moderately Old,1713.9175257731958,0.0,0.0,0.0,Medium,Low Floor
flat,sector 92,0.65,3.0,3.0,2,Relatively New,1275.3,0.0,0.0,1.0,Low,Mid Floor
flat,sector 70,2.0,4.0,5.0,3,Relatively New,2164.9484536082477,1.0,0.0,0.0,Low,Low Floor
flat,sector 85,2.2,4.0,6.0,3,Relatively New,3920.0,1.0,0.0,0.0,High,Mid Floor
flat,sector 107,0.9,2.0,2.0,3,Relatively New,1232.2164948453608,0.0,0.0,1.0,Low,Mid Floor
flat,sector 85,1.1,2.0,2.0,3,Relatively New,1600.0,0.0,0.0,1.0,High,Mid Floor
flat,sector 28,1.35,2.0,2.0,2,Old Property,1120.0,0.0,1.0,1.0,Medium,High Floor
house,sector 25,4.31,5.0,4.0,3,Old Property,1350.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 104,1.35,4.0,5.0,3,Relatively New,2422.8,1.0,1.0,0.0,Medium,Low Floor
flat,sector 82,0.94,2.0,2.0,3,Relatively New,1294.458762886598,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 92,1.55,3.0,4.0,3,Relatively New,1799.6134020618558,1.0,0.0,0.0,Medium,High Floor
flat,sector 106,1.4,3.0,4.0,3,Under Construction,1587.6288659793815,1.0,0.0,1.0,Medium,High Floor
